Date,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
1972/10/31,2.01,-3.79,-1.07,-0.12,-3.6,2.08,-1.24,1.5,0.11,0.92,-0.76,-1.9,-0.86,2.47,-3.45,-1.58,-0.36,-4.93,3.18,6.77,2.27,-2.36,-3.46,3.29,2.93,-0.79,0.67,3.59,1.65,-1.43
1972/11/30,5.89,4.85,10.14,4.59,4.76,0.3,10.05,-0.53,6.03,8.98,7.84,13.28,6.08,2.72,10.32,7.86,4.23,15.77,6.11,6.39,7.04,4.66,2.67,5.48,5.59,3.9,6.06,6.31,4.72,4.56
1972/12/31,2.13,-0.81,-3.29,5.65,2.02,4.41,-3.02,3.73,0.95,-1.08,-1.88,-5.64,-0.4,0.29,-0.2,-3.48,3.11,-3.34,1.11,-1.54,1.45,-1.15,2.04,1.19,-3.92,-0.32,1.38,2.79,-0.82,-2.4
1973/1/31,-2.85,-5.25,0.16,-13.15,-7.39,-4.1,-6.82,-1.18,-2.58,-7.9,-8.19,-1.17,-4.55,-5.75,-5.91,-7.24,3.26,13.88,5,-4.28,-2.12,-6.72,2.16,-4.13,-10.35,-7.1,-3.95,-4.76,-7.52,-2.35
1973/2/28,-3.82,1.93,-1.13,-11.68,-4.61,-0.9,-9.75,-0.71,-0.38,-8.34,-7.46,-1.6,-3.93,-6.17,-6.71,-4.83,4.97,-0.09,-7.42,-1.98,-4.64,-8.7,-2.88,-4.45,-6.15,-6.36,-5.88,-12.18,-6.13,-6.47
1973/3/31,-1.19,0.78,0.59,-4.28,-1.68,-1.38,-4.68,0.78,0.72,0.54,-1.32,3.68,-3.87,0.03,-2.27,-1.44,-1.39,0.66,3.17,-2.16,0.53,-2.99,-1.27,2.56,3.32,-6.07,-6.37,1.15,-0.43,-1.6
1973/4/30,-4.05,-5.09,-8.64,-8.74,-12.22,-5.46,-8.08,-5.48,-3.63,-6.87,-3.85,-1.17,-5.99,-10.15,-3.1,-7.34,-1.04,-9.55,-1,-0.58,0.86,-7.91,-6.66,-3.91,-8.56,-7.78,-7.94,-17.44,-8.05,-9.13
1973/5/31,-0.87,-0.53,-1.93,-6.11,-2.85,-0.42,-7.44,1.07,-1.11,-5.69,-4.1,-5.16,-3.18,1.83,-6.01,-4.51,-2.06,-2,-3.45,0.36,-0.84,-8.86,-2.41,2.35,-10.48,-7.33,-1.61,-5.7,-3.22,-7.82
1973/6/30,-3.35,-1.14,3.58,-10.07,-4.46,1.36,-12.77,0.02,-1.55,-5.34,-2.53,-2.68,-1.93,3.33,-3.01,-8.02,2.92,-10.09,1.69,-2.47,-0.32,-7.91,-0.03,-0.2,-5.38,-5.38,-5.46,-9.1,2.53,-2.51
1973/7/31,5.89,5.38,5.35,15.61,10.53,4.65,12.74,6.87,7.2,9.54,13.34,7.1,12.25,8.73,5.77,14.09,7.77,-3.86,0.38,-2.39,-0.3,17.66,4.57,6.15,8.02,16.2,9.91,17.57,9.11,7.75
1973/8/31,-1.98,-1.61,-7.32,-1.92,-4,-4.48,-7.99,-6.91,-1.81,-4.74,-2.17,1.09,2.25,-5.27,-3.24,-4.04,0.41,-11,-3.68,-2.09,-3.93,-2.31,-3.72,4.45,-3.95,-1.74,-4.74,-1.58,-2.3,-2.85
1973/9/30,6.78,-0.77,1.4,4.65,8.21,-1.06,10.01,0.79,10.36,6.39,9.68,9.85,8.61,9.64,7.41,8.5,10.36,29.12,9.15,7.9,7.66,8.82,-3.25,5.26,12.18,9.82,6.76,8.89,7.37,5.31
1973/10/31,-2.44,1.6,-0.45,-7.24,-4.03,-0.89,-7.02,1.83,2.61,1.56,-0.17,7.4,2.36,-3.08,-7.17,-0.33,6.95,11.67,5.19,-3.38,-5.54,-4.34,4.14,0.45,0.15,-0.15,-3.85,-7.15,-1.81,-0.97
1973/11/30,-12.28,-13.86,-7.94,-25.95,-16.71,-12.07,-25.1,-7.77,-17.92,-20.91,-16.7,-14.15,-12.82,-9.9,-21.17,-15.88,-4.79,-12.03,-6.13,-11.61,-1.94,-18.2,-11.3,-12.24,-14.65,-18.49,-17.32,-31.61,-12.33,-13.3
1973/12/31,-1.31,1.99,2.32,-3.52,-4.4,-3.02,-8.47,-4.48,5.74,-7.1,-0.22,10.51,3.42,-10.8,-3.57,0.31,8.31,10.34,8.61,3.41,4.53,0.1,-4.35,4.99,6.93,-2.97,-0.82,6.21,2.18,0.09
1974/1/31,1.82,-0.83,3.02,8.73,-0.38,-2.6,9.65,-2.52,2.2,10.97,4.99,4.91,-3.22,-0.89,11.69,6.38,4.84,5.75,-7.65,4.55,2.01,1.06,1.1,0.27,0.51,5.52,7.8,0.93,0.29,1.4
1974/2/28,0.36,-1.74,1.84,-1.7,-3.59,-3.42,2.3,-1.23,1.93,0.43,4.08,3.44,0.24,-1.8,-0.35,5.06,1.7,5.52,-1.56,0.27,4.75,-1.74,-0.49,1.17,7.86,2.39,1.35,-5.12,0.58,-0.92
1974/3/31,-2.39,-2.2,-5.99,4.63,4.1,-0.23,-1.58,1.21,1.47,2.86,-0.61,-2.66,-4.95,-2.21,0.15,-5.69,-6,4.64,-3.41,-3.63,-4.58,-1.41,-2.68,0.4,-4.8,1.59,-4.49,5.05,-4.13,-2.98
1974/4/30,-3.29,-3.66,-2.77,-7.72,-5.78,-4.2,-4.77,-1.48,0.95,-0.5,-4.82,0.19,-4.71,-4.04,-2.1,-3.46,-7.86,2.51,-6.38,-12.19,-5.31,-10.27,-3.5,-1.12,-3.93,-1.94,-2.05,-3.14,-6.83,-5.27
1974/5/31,-3.71,-4.48,5.57,1.07,-1.82,1.01,-6.91,-0.12,-0.11,-6.91,-8.37,-8.88,-4.81,-6.04,2.42,-6.05,-7.94,-8.18,-7.44,-4.89,-1.52,-9.2,-4.15,-5.75,-4.71,-3.9,2.16,-2.11,-10.07,-6.52
1974/6/30,0.04,-3.24,-0.5,-6.05,1.23,-0.52,-3.04,-1.62,0.42,-2.09,-4.34,2.99,-0.82,-7.98,-3.52,-0.41,2.27,-6.2,-0.15,-6.17,0.3,-4.47,-2.82,0.78,-1.39,-4.16,-2.08,-6.7,-6.77,-6.64
1974/7/31,-12.65,-11.31,-6.75,-13.02,-6.34,-13.47,-4.04,-14.06,-4.28,-2.61,-6.38,4,-7.26,-7.78,-10.74,-6.39,6.08,-8.97,-0.58,0.79,-7.62,-6.78,-8.8,-5.15,-6.97,-4.23,-13.57,-14.7,-7.18,-7.81
1974/8/31,-11.32,-17.77,-2.89,-1.21,-11.67,-11.99,-5.02,-8.11,-10.88,-7.36,-10.12,-7.99,-9.66,-10.62,-4.75,-10.1,-10.4,-1.31,-8.59,-8.62,-0.04,-11.97,-4.81,-8.64,-9.62,-9.96,-14.03,-8.12,-11.78,-9.05
1974/9/30,-12.98,-16.73,-12.15,-20.49,-6.6,-17.36,-9.76,-15.55,-10.16,-9.64,-11.79,-8.14,-11.86,-13.44,-9.29,-7.99,-12.96,-6.17,-7.92,-1.34,-3.82,-7.97,-17.1,-15.37,-9.09,-10.62,-11.24,-21.75,-7.1,-11.5
1974/10/31,20.4,9.69,22.54,9.4,2.14,16.65,3.92,29.52,17.91,5.6,14.87,9.77,22.71,17.76,-2.33,10.2,19.73,46.06,20.73,13,10.85,17.17,14.86,17.32,19.01,17.16,7.99,15.38,21.09,20.57
1974/11/30,-3.47,-4.04,0.87,-3.39,-2.57,-5.19,-11.67,-1.2,-9.97,-13.88,-4.56,-1.4,-2.94,-7.43,-6.07,-0.48,-2.78,3.87,-4.27,-0.15,-3.09,-6.08,-4.82,-7.04,-7.01,-4.66,-5.97,-6.61,-2.08,-1.27
1974/12/31,0.67,-7.66,2.01,-10.23,-4.39,-5.34,-2.97,-3.37,-3.79,-2.34,-6.08,-3.85,-3.85,-4.73,-0.08,-6.15,-7.74,0.65,0.81,-0.83,1.57,-1.65,-5.37,-6.03,-5.73,-2.38,-2.75,-10.06,-2.71,-6.22
1975/1/31,19.58,26.09,5.21,30.97,23.23,17.35,32.37,-0.61,10.39,20.46,25.6,17.75,11.69,19.13,21.89,17.73,12.63,18.25,6.3,18.84,11.11,23.85,15.21,10.72,17.54,17.71,27.1,28.81,17.22,15.68
1975/2/28,4.68,10.93,-3.4,13.21,9.55,11.48,-0.03,16.04,8.9,3.48,3.99,1.64,8.01,12.28,0.29,7.68,6.59,-2.2,2.37,0.92,5.16,6.33,13.27,8.16,5.56,6.35,3.86,16.45,0.23,4.05
1975/3/31,5.57,4.92,5.87,15.01,8.75,3.5,22.55,1.28,5.97,8.85,8.62,11.62,5.54,4.02,6.87,9.58,8.52,18.1,-2.52,-1.34,-0.85,4.78,0.89,1.49,4.08,7.69,10.94,14.8,2.48,2.79
1975/4/30,1.42,-3.6,5.13,8.43,7.36,6.7,5.58,0.72,16.07,9.15,4.32,9.51,5.84,8.72,3.16,9.99,8.57,22,7.01,-1.58,-0.95,2.18,5.55,11.56,4.42,4.71,0.91,13.74,1.37,4.66
1975/5/31,6.85,4.96,1.84,3.27,3.84,2.38,1.99,6.48,0.3,3.85,5.36,-5.08,4.98,12.61,3.85,10.73,6.58,23.22,12.14,8.45,3.52,7.71,5.85,5.22,-0.47,3.48,4.47,1.98,6.38,5.66
1975/6/30,5.13,3.52,4.76,5.77,3.87,3.24,10.34,0.91,4.34,6.68,5.66,6.37,5.73,2.28,9.54,8.1,4.92,-3.11,6.44,10.77,4.07,7.54,2.14,2.43,3.99,6.43,7.71,5.68,6.34,5.8
1975/7/31,-5.57,-4.47,-6.65,-6.73,-5.8,-7.99,-3.62,-12.03,-4.43,-3.4,-5.41,-6.59,-4.54,-6.38,1.13,-6.4,-4.27,-3.12,-4.19,-4.78,-4.22,-6.39,-9.42,-6.37,-2.61,-1.31,-8.12,-8.48,-7.33,-4.73
1975/8/31,-2.02,-4.63,-4.57,-2.32,-2.9,-4.46,-5.84,-3.34,1.83,-2.65,-1.42,3.74,-2.05,-5.55,-2.57,-1.38,-8.76,-3.8,-0.86,-1.3,-3.59,-5.43,-2.88,1.59,-3.21,-3.19,0.42,-3.89,-6.14,-4.59
1975/9/30,-2.8,-5.7,1.5,-2.38,-5.81,-4.12,1.82,-6.54,-8.53,-0.43,-6.79,-5.25,-4.08,-7.45,-1.29,-4.26,-3.62,1.5,-1.21,-0.97,-1.25,-6.09,-0.68,-7.07,-3.75,-3.57,-3.56,-3.12,-7.51,-6.03
1975/10/31,13.48,0.85,6.25,0.63,7.19,9.45,12.7,10.68,6.6,8.49,4.71,-2.82,2.56,0.47,9.47,1.52,-2.83,-16.04,-1.1,6.51,6.81,3.81,8.39,8.92,4.79,3.09,10.54,11.97,5.03,4.14
1975/11/30,3.37,2.57,5.9,3.51,3.46,3.83,8.46,5.12,2.1,4.24,3.5,1.62,0.3,6.51,4.27,0.01,-2.2,2.96,-1.76,3.12,4.25,3.28,5,3.95,4.78,1.42,4.41,11.02,4.84,2.77
1975/12/31,-2.2,0.45,-0.32,-3.03,-0.47,-3.36,-0.98,-6.36,-0.04,-0.97,0.63,2.13,0.11,-5.16,1.15,-3.39,1.53,3.27,0.01,1.33,-0.09,-1.49,-1.2,-2.45,2.12,0.73,-3.73,-2.17,-0.43,-1.42
1976/1/31,7.86,15.93,7.5,20.6,15.94,12.38,22.59,7.78,20.01,20.51,18.22,21.23,19.1,17.48,13.88,17.75,13.07,21.73,8.09,8.37,9.5,14.39,18.33,17.33,14.09,16.25,7.92,11.69,12.22,11.54
1976/2/29,-3.86,1.66,-1.1,2.96,2.04,-2.11,4.98,-6.52,2.62,4.46,5.15,5.22,4.43,2.73,4.29,4.75,2.15,1.13,-3.29,-3.53,3.56,6.23,1.19,1.35,6.66,7.48,4.28,4.84,1.93,3.97
1976/3/31,0.77,0.32,0.75,-0.46,-1.74,3.09,5.15,6.52,-3.58,0.7,3.06,-0.04,0.38,-0.2,4.86,6.14,5.16,-4.17,7.53,1.42,0.59,-2.64,3.05,4.27,-2.27,0.55,4.3,-0.08,3.25,0.81
1976/4/30,-0.96,-4.26,-1.39,-1.74,-2.48,-4.35,-2.11,-4.31,0.01,-4.29,-0.14,1.36,-0.09,1.44,1.43,2.74,2.01,11.8,1.92,0.65,1.72,-3.02,-3.42,-1.63,0.5,-1.35,-5.17,-5.65,-2.61,0.06
1976/5/31,-0.26,-5.41,-2.34,-1.42,-3.16,-2.91,-8.61,-2.81,-2.58,-5.25,-4.02,0.41,2.66,-1.26,-2.98,1.39,-0.14,10.13,5.43,-1.38,-2.95,-1.14,0.58,-2.03,1.67,1,-6.34,-7.48,-2.16,-1.18
1976/6/30,5.51,5.75,-2.7,4.61,4.07,6.22,1.13,3.66,-0.28,0.69,3.42,4.72,6.81,5.8,3.26,11.36,5.35,5.19,5.08,4.27,3.58,7.83,8.25,0.49,4.99,1.95,0.8,5.98,6.47,3.34
1976/7/31,2.08,-0.41,2.73,-3.92,1.69,-2.29,-1.65,-0.38,-2.25,-1.62,-2.33,-2.42,-2.13,-1.22,-0.39,-4.16,-3.68,-6.76,-0.5,2.82,1.24,-1.74,-2.27,-0.43,0.19,-2.32,-1.79,-5.52,1.17,1.22
1976/8/31,-0.38,-0.96,3.86,-3.42,-0.83,-0.54,-3.21,2.17,-3.23,-2.45,-1.42,-3.6,-2.48,-1.65,-0.26,0.45,-2.71,-8.61,-0.69,2.93,4.73,-2.58,-0.73,-1.04,-4,-2.65,4.71,-3.42,-0.14,-1.96
1976/9/30,0.37,-2.22,6.63,-0.22,4.99,-0.44,2.29,3.62,0.39,-0.68,3.24,1.67,0.32,4.42,5.87,3.95,1.35,7.38,5.95,4.1,1.61,3.16,2.85,3.21,-0.42,0.6,0.4,-0.33,0.54,1.36
1976/10/31,-2.2,-2.79,0.16,-0.75,-0.43,-2.73,-1.05,-3.75,-2.5,-1.02,0.71,-5.96,-3.53,-5.08,-1.76,-6.2,-1.11,-4.35,-2.37,-0.84,1.27,-3.13,-4.51,-1.97,-3.84,-4.17,-0.27,-2.88,0.62,-1.99
1976/11/30,1.25,-8.23,2.42,-0.88,4.31,-1.2,8.15,-9.69,-5.01,5.27,3.69,-0.13,1.46,-0.36,0.51,3.45,0.79,0.52,0.87,3.16,3.15,2.14,1.59,0.43,4.68,2.61,5.47,2.85,1.71,2.34
1976/12/31,3.95,9.3,3.97,12.44,8.71,3.78,6.99,6.26,10.14,5.56,7.77,7.6,6.22,3.16,10.01,6,5.78,6.51,6.27,6.53,3.46,10.48,3.69,3.98,4.9,7.24,1.65,4.06,8.91,7.94
1977/1/31,-4.34,-12.08,-4.91,-5.26,-1.95,-8.3,-0.52,-8.82,-5.6,-1.18,-5.19,-3.73,-4.41,-3.27,-3.04,-1.86,-2.64,-1.01,0.28,0.8,0.1,-1.16,-3.95,-8.85,-3.42,-0.82,-7.42,-11.34,-4.58,-2.58
1977/2/28,-0.86,1.03,-0.37,-5.09,-2.29,-2.24,-4.55,-0.21,-0.72,-4.59,-0.94,-0.61,-0.68,-0.5,-3.14,-0.76,-1.17,3.14,-3.08,-3.4,0.97,-2.73,-0.59,1.42,-3.27,-2.62,-1.57,-2.4,-1.61,-1.66
1977/3/31,-0.98,-3.36,-2.77,-0.33,-1.49,-3.24,-0.99,-1.79,-0.51,-1.02,0.86,0.63,3.77,3.99,-5.13,-0.09,2.02,1.32,-2.16,0.15,-1.03,0.79,-0.03,-0.82,-0.08,1.52,-3.04,-5.36,-0.53,0.75
1977/4/30,-0.05,-1.84,2.05,-1.99,1,-0.51,2.51,-5.2,-0.49,2.21,2.44,0.95,4.29,4.34,2.24,2.52,-0.21,-3.83,2.71,1.95,0.67,0.38,-3.63,0.18,5.18,-2.48,-3.98,0.69,2.34,1.64
1977/5/31,-0.68,-2.42,1.31,-2.1,0.61,-3.04,-4.86,-1.88,-3.65,-4.41,-2.86,-5.77,0.09,-1.94,-0.43,1.38,-7.12,-10.66,-0.18,1.67,1.42,-0.18,-1.44,-4.35,1.28,0.37,-3.73,1.92,-0.59,0.06
1977/6/30,4.31,1.55,2.42,7.87,8.23,5.94,6.44,9.04,0.22,5.45,4.1,0.02,3.18,5.96,4.63,9.29,-1.25,10.24,5.98,5.72,1.96,11.01,7.82,2.6,2.55,2.76,5.87,11.01,6,4.96
1977/7/31,2.49,-3.85,1.88,-0.29,-0.17,-1.69,-1.17,-2.24,-3.38,-0.84,-3.25,-7.41,-6.49,-0.48,-2.59,-1.97,-4.58,-8.99,-1.7,0.87,-0.85,0,-0.12,-3.58,-2.23,-2.51,0.16,0.35,0.44,0.57
1977/8/31,-0.18,1.74,2.35,0.03,-1.07,2.52,0.34,3.79,-2.97,-1.27,-1.82,-5.22,-1.56,-0.66,-1.16,-3,-1.25,-5.02,-5.74,-3.25,-2.26,-0.46,0.46,-1.4,-3.73,0.67,4.91,5.32,-1.19,-0.85
1977/9/30,0.48,1.36,-1.02,-1.94,-1.13,-0.83,2.66,-0.84,-0.42,-0.24,-1.22,-5.74,1.7,-2.43,2.99,-3.28,-1.4,-0.02,0.79,2.01,3.47,0.62,-1.84,-1.04,-1.7,-0.59,-1.23,2.54,-0.04,1.25
1977/10/31,-4.56,-4.28,-2.3,-6.22,1.23,-6.57,-1.82,-1.68,-3.16,-3.73,-1.66,-0.04,-5.32,-1.69,-4.6,-3.12,-7.11,-2.31,-3.61,-3.14,-5.05,-3.08,-3.24,-6.04,-3.9,-3.91,-2.93,-4.17,-4.84,-4.08
1977/11/30,3.32,5.42,2.68,9.45,7.05,2.45,8.88,6.02,2.98,6.98,7.03,1.51,7.1,4.92,1.99,7.51,4.42,4.39,3.43,4.3,2.21,8.18,5.16,4.56,7.2,6.34,5.22,9.76,5.88,6.26
1977/12/31,-0.06,-2.52,-1.82,1.43,3.97,-0.54,0.62,0.59,1.32,-1.11,-0.14,4.4,1.19,-1.6,-0.97,1.11,1.33,-2.66,1.93,-0.32,2.16,2.11,2.47,0.12,1.3,3.16,-2.35,2.11,-0.09,1.76
1978/1/31,-5.16,-0.37,-6.21,-7.17,-8.16,-7.37,-5.79,-1.86,-6.39,-1.17,-6.33,-4.57,-6.65,-2.86,-6.32,-6.66,-4.55,-5.18,-6.93,-4.57,-4.16,-5.13,-4.7,-6.19,-1.41,-5.23,-6.86,-7.75,-6.04,-3.77
1978/2/28,-0.03,0.08,0.67,-0.64,-0.37,-3.1,2.04,-3,-4.84,-0.06,-0.15,-3.78,-0.37,-2.43,1.19,3.36,-2.36,2.27,-1.16,-0.4,4.11,1.31,-3.52,-4.05,-1.47,1.58,-1.29,3.92,0.08,-0.19
1978/3/31,2.62,3.14,3.98,9.19,9.84,2.39,7.4,4.16,4.04,3.25,5.7,6.2,3.47,3.1,6.02,9.53,4.9,-6.07,2.19,2.48,2.63,7.41,-0.9,3.01,4.77,6.51,1.74,7.15,5.14,5.92
1978/4/30,6.35,4.31,8.57,12.15,9.74,13.67,6.86,9.2,10.88,5.4,10.07,8.87,11.52,12.36,8.2,13.23,2.53,13.21,6.64,0.23,2.96,6.59,13.4,11.49,9.43,7.68,11.53,10.52,10.01,8.25
1978/5/31,4.3,5,2.59,7.23,4.91,4.39,3.39,5.25,0.32,3.62,2.8,3.39,5.23,8.84,-1.21,11.23,5.36,-3.43,0.9,0.71,-0.38,5.84,1.44,3.34,2.54,4.2,-0.31,7.92,1.32,4.2
1978/6/30,0.67,-1.62,0.04,-0.88,-0.38,-1.95,-3.25,1.1,-2.45,-1.16,-1.42,-6.17,-0.96,-2.48,-2.97,3.61,-4.34,-1.08,-3.79,0.82,-1.53,0.49,-0.36,-0.52,-0.51,-1.07,-2.21,2.51,-0.51,0.99
1978/7/31,2.33,6.02,4.51,7.34,7.04,7.39,1.71,8.87,5.44,3.66,7.91,8.15,5.92,8.84,3.78,15.26,8.61,2.85,3.45,2.82,1.44,7.56,8.65,9.74,11.58,5.53,5.3,5.74,5.16,6.33
1978/8/31,3.6,-0.32,1.34,6.49,7.23,2.75,5.95,1,4.86,10.46,8.4,0.54,4.24,1.43,2.33,4.45,5,-0.94,5.24,0.47,3.57,6.56,5.9,5.42,4.38,7.69,5.48,11.04,5.63,6.58
1978/9/30,-0.7,1.43,2.07,-4.14,-3.02,-3.13,-1.48,-2.75,-0.37,2.97,-2.11,1.24,-0.72,-4.48,0.88,-6.96,2.99,0.54,4.83,-0.26,1.22,-3.69,-4.15,-3.08,-3.83,-2.03,-2.32,-0.25,-0.88,-1.76
1978/10/31,-10.22,-14.66,-8.24,-18.08,-13.36,-9.22,-15.4,-12.84,-9.63,-18.62,-16.16,-11.95,-14.05,-13.29,-10.54,-15.89,-10.4,-17.59,-10.5,-7.08,-4.53,-17.77,-10.63,-8.17,-17.74,-16.6,-13.04,-23.41,-11.43,-16.45
1978/11/30,1.31,4.45,2.56,7.06,2.83,3.21,3.21,5.18,1.15,4.37,0.62,1.3,3.51,2.64,0.55,9.44,-1.29,6.43,6.21,3.01,3.01,5.17,5.12,1.22,3.82,5.6,2,4.74,1.76,4.27
1978/12/31,1.49,3.35,2.49,2.12,2.67,0.93,1.47,3.42,0.08,-1.17,1.23,0.2,2.88,-0.23,-0.37,2.71,4.48,-1.76,3.02,-1.23,0.1,1.17,6.65,1.01,-1.07,3,-1.54,-2.86,1.45,2.96
1979/1/31,3.03,6.63,0.54,5.45,6.71,3.38,10.42,1.42,6.49,8.55,8.63,13.38,5.58,7,5.73,4.74,11.03,9.9,3.1,6.35,3.65,4.82,4.19,7.78,3.81,5.82,6.34,6.94,5.3,7.14
1979/2/28,-4.03,-3.89,-3,-6.42,-3.6,-5.22,-2.99,-4.52,-2.28,0,-3.1,-3.67,-3.06,-5.45,-3.6,-11.84,1.49,-0.44,0.66,-1.62,-0.63,-5.77,-3.29,-3.82,-5.54,-1.84,-4.32,-4.87,-3.37,-3.1
1979/3/31,2.4,8.01,5.24,7.29,3.33,4.77,9.48,5.05,9.71,7.9,8.6,9.09,7.13,5.02,6.69,7.08,8.07,16.21,9.21,2.35,0.17,9.26,7.64,7.76,9.71,7.45,5.77,9.33,7.46,8.56
1979/4/30,-0.47,2.24,-0.21,2.45,1.67,0.78,-0.37,0.42,-1.96,1.36,2.87,-0.64,-0.39,-0.01,2.48,-1.12,-0.88,-7.15,4.47,-2.72,-2.12,3.85,0.18,-2.19,0.36,-0.38,0.68,6.68,1.43,2.61
1979/5/31,-1.39,-4.66,-2.8,-2.12,-2.62,-2.7,0.42,-2.64,-2.91,-1.6,-1.79,-2.61,-0.72,-0.99,-1.57,-5.11,2.96,7.05,-2.43,1.39,0.09,-0.12,-1.98,-0.79,0.95,-1.28,-2.78,-3.25,0.17,-1.39
1979/6/30,3.18,6.07,5.51,2.24,2.12,0.94,0.96,4.83,3.89,3.68,4.21,2.17,6.29,10.23,2.63,5.08,8.47,13.97,9.12,4.99,1.95,4.49,0.4,2.08,2.7,3.66,2.63,2.7,8.69,6.51
1979/7/31,0.9,0.75,4.78,4.07,3.38,0.52,1.92,0.14,4.15,0.81,3.71,4.51,3.07,2.41,0.79,3.8,2.78,-3.32,1.77,2.12,-0.11,4.41,-1.74,-1.09,7.97,1.23,0.87,3.1,3.25,1.13
1979/8/31,6.75,11.69,8.74,5.85,8.19,6.67,9.15,8.54,6.99,3.93,8.74,7.14,6.06,5.87,5.07,13.53,8.37,3.06,8.04,2.05,1.57,8.01,5.89,7.57,5.73,7.76,9.2,6.25,5.11,6.82
1979/9/30,-1.78,-1.03,-4.97,2.12,0.27,-3.82,-1.15,-0.54,2.54,-2.37,-0.09,2.55,-1.23,-4.63,1.97,0.41,6.68,3.19,5.88,-2.14,-2.39,-0.3,-1.78,-1.43,-3.8,3.4,-1.98,-3.91,-1.06,-0.44
1979/10/31,-8.34,-9.59,-3.78,-8.87,-7.22,-7.48,-9.18,-4.34,-7.9,-9.3,-9.93,-11.62,-8.48,-6.69,-11.47,-7.99,-11.3,-16.55,-2.21,-5.8,-5.08,-10.02,-7.71,-8.73,-11.27,-8.95,-8.52,-11.95,-10.08,-9.39
1979/11/30,4.89,7.92,6.56,7.27,2.86,1.2,7.88,8.75,6.57,3.97,5.36,0.78,7.45,4.81,-3.7,12.21,10.13,18.04,8.83,7.79,4.05,10.36,8.24,0.4,6.73,9.52,3.35,0.79,6.3,7.48
1979/12/31,2.12,4.2,3.07,8.6,5.14,2.93,5.06,2.08,5.22,8.14,4.79,8.19,3.08,4.6,1.2,8.31,17.69,5.59,2.65,-0.92,-1.51,4.15,1.81,3.4,3.84,9.78,1.17,5.87,1.76,6.02
1980/1/31,3.01,11.04,-0.63,6.63,4.15,1.28,1.12,-1.29,4.32,5.14,8.11,17.5,7.86,8.12,9.82,24.19,15.53,7.89,14.23,1.6,-2.05,6.89,7.29,5.25,9.56,5.43,-0.39,5.38,2.09,7.79
1980/2/29,-5.77,-2.3,-4.8,-3.57,-6.23,-4.67,-0.51,-4.63,-1.32,-1.14,-2.21,0.1,-3.34,-4.3,-6.37,-8.31,5.18,-1.18,12.75,-3.36,-1.48,-3.17,-3.55,0.26,-4.45,-2.5,-5.47,-5.49,-5.02,-2.22
1980/3/31,-8.23,-13.43,-0.71,-8.74,-11.95,-4.44,-5.43,-2.84,-11.99,-14.53,-14.63,-18.64,-12.64,-8.92,-9.9,-12.19,-21.06,-21.07,-17.76,-6.67,-2.64,-15.29,-12.67,-11.28,-13.99,-9.85,-7.92,-13.22,-8.89,-15.85
1980/4/30,7.46,4.31,9.57,4.2,3.08,4.3,2.39,4.28,5.02,5.74,3.68,2.31,0.35,2.42,-2.67,-2.02,1,2.19,6.9,11.96,7.3,8.96,0.53,3.49,0.34,-1.74,4.67,6.48,6.83,7.35
1980/5/31,7.86,9.76,8.95,4.69,9.64,6.41,1.45,6.96,7.58,7.59,8.59,5.17,5.93,7.89,3.14,0.38,7.53,16.19,3.94,4.61,5.02,7.6,4.8,6.91,11.4,12.28,9.53,12.08,7.87,7.4
1980/6/30,2.05,3.73,5.66,0.3,2.8,1.16,4.17,0.21,2.28,1.8,4.82,2.4,6.32,0.6,1.8,0.31,13.21,6.43,5.8,4.54,-0.58,4.06,3.11,1.04,1.61,1.97,2.52,4.17,4.91,4.55
1980/7/31,5.29,9.02,7.33,8.56,10.93,10.39,15.01,8.89,8.6,11.47,12.79,12.76,11.8,14.6,12.86,11.32,8.22,6.52,1.61,-0.12,1.02,12.84,15.22,9.72,16.52,11.97,11,9.16,3.21,9.09
1980/8/31,0.18,1.26,-0.76,3.91,5.1,0.85,1.73,0.3,3.14,4.94,1.16,1.09,0.98,-0.82,3.15,2,6.16,0.12,3.83,-1.08,6.31,7.02,3.61,-0.12,0.27,7.02,0.29,0.2,1.88,4.92
1980/9/30,-0.77,1.06,-1.56,3.61,3.95,0.5,2.77,3.6,2.1,-0.15,1.7,4.59,5.9,1.74,1.85,4.34,12.29,7.18,6.8,0.17,-1.59,5.83,2.02,-0.19,1.59,7.24,-0.72,3.47,2.64,3.55
1980/10/31,-1.19,0.47,3.88,0.37,-0.64,0.53,0.81,-1.29,-0.98,1.79,3.83,-1.03,3.48,2.49,-4.23,-2.86,-0.41,0.67,8.09,2.01,-3.24,4.17,1.79,0.56,6.42,-0.29,-1.86,-1.67,0.06,3.33
1980/11/30,-0.3,0.18,2.43,17.44,3.67,5.49,2.77,8.81,9.3,-1.79,6.65,5.55,12.59,11.93,-1.09,17.69,7.2,14.5,24.66,7.51,0.01,9.94,9.79,5.88,13.06,9.06,0.93,-1.99,5.59,10.29
